,Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,score,prediction
1902,1903,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.58,0
1903,1904,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.29,0
1904,1905,Brown University,3.5,Master's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.72,0
1905,1906,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.32,0
1906,1907,Brown University,3.5,PhD,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.7,0
1907,1908,Brown University,3.5,PhD,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.34,0
1908,1909,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.95,1
1909,1910,Brown University,3.5,Master's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.7,0
1910,1911,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.7,0
1911,1912,Brown University,3.5,Master's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.4,1
1912,1913,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.46,0
1913,1914,Brown University,3.5,Master's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.89,0
1914,1915,Brown University,3.5,Master's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.5,1
1915,1916,Brown University,3.5,PhD,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.93,1
1916,1917,Brown University,3.5,Master's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.43,1
1917,1918,Brown University,3.5,PhD,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.56,0
1918,1919,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.13,0
1919,1920,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.6,1
1920,1921,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.95,1
1921,1922,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.22,1
1922,1923,Brown University,3.5,Bachelor's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.37,0
1923,1924,Brown University,3.5,PhD,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.97,1
1924,1925,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.31,1
1925,1926,Brown University,3.5,Master's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.51,0
1926,1927,Brown University,3.5,PhD,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.59,1
1927,1928,Brown University,3.5,Master's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.76,1
1928,1929,Brown University,3.5,PhD,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.94,0
1929,1930,Brown University,3.5,Master's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.72,0
1930,1931,Brown University,3.5,PhD,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.47,1
1931,1932,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.27,0
1932,1933,Brown University,3.5,PhD,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.31,0
1933,1934,Brown University,3.5,PhD,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.76,0
1934,1935,Brown University,3.5,Master's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.67,0
1935,1936,Brown University,3.5,PhD,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.32,0
1936,1937,Brown University,3.5,PhD,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.4,0
1937,1938,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.3,0
1938,1939,Brown University,3.5,Master's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.85,0
1939,1940,Brown University,3.5,PhD,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.54,0
1940,1941,Brown University,3.5,Master's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.69,1
1941,1942,Brown University,3.5,PhD,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.47,0
1942,1943,Brown University,3.5,PhD,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.79,1
1943,1944,Brown University,3.5,Master's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.69,0
1944,1945,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.71,0
1945,1946,Brown University,3.5,PhD,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.99,1
1946,1947,Brown University,3.5,PhD,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.56,0
1947,1948,Brown University,3.5,PhD,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.33,0
1948,1949,Brown University,3.5,Master's,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.27,1
1949,1950,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.29,0
1950,1951,Brown University,3.5,PhD,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.68,0
1951,1952,Brown University,3.5,PhD,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.81,0
1952,1953,Brown University,3.5,PhD,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.88,1
1953,1954,Brown University,3.5,Master's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.77,0
1954,1955,Brown University,3.5,Master's,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.17,0
1955,1956,Brown University,3.5,Master's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.48,1
1956,1957,Brown University,3.5,Master's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.37,0
1957,1958,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.79,0
1958,1959,Brown University,3.5,Master's,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.8,0
1959,1960,Brown University,3.5,Master's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.66,1
1960,1961,Brown University,3.5,PhD,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.51,0
1961,1962,Brown University,3.5,Master's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.62,0
1962,1963,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.87,1
1963,1964,Brown University,3.5,Bachelor's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.6,0
1964,1965,Brown University,3.5,PhD,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.66,0
1965,1966,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,10.0,1
1966,1967,Brown University,3.5,Master's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.27,1
1967,1968,Brown University,3.5,Master's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.28,1
1968,1969,Brown University,3.5,Bachelor's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.8,0
1969,1970,Brown University,3.5,Bachelor's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.75,0
1970,1971,Brown University,3.5,Master's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.06,0
1971,1972,Brown University,3.5,PhD,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.88,0
1972,1973,Brown University,3.5,Master's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.7,0
1973,1974,Brown University,3.5,PhD,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.66,0
1974,1975,Brown University,3.5,PhD,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.14,0
1975,1976,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.67,0
1976,1977,Brown University,3.5,PhD,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.88,0
1977,1978,Brown University,3.5,Master's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.32,0
1978,1979,Brown University,3.5,Master's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.34,0
1979,1980,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.73,0
1980,1981,Brown University,3.5,PhD,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.91,0
1981,1982,Brown University,3.5,Master's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.43,0
1982,1983,Brown University,3.5,PhD,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.33,0
1983,1984,Brown University,3.5,Master's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.53,0
1984,1985,Brown University,3.5,Master's,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.03,1
1985,1986,Brown University,3.5,Master's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.3,1
1986,1987,Brown University,3.5,Master's,Providence,N/A,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.78,0
1987,1988,Brown University,3.5,Bachelor's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.6,0
1988,1989,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.64,1
1989,1990,Brown University,3.5,PhD,Providence,M,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.26,0
1990,1991,Brown University,3.5,PhD,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.67,1
1991,1992,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.97,0
1992,1993,Brown University,3.5,Master's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.79,0
1993,1994,Brown University,3.5,PhD,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.03,1
1994,1995,Brown University,3.5,PhD,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.83,1
1995,1996,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.53,0
1996,1997,Brown University,3.5,PhD,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.09,0
1997,1998,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.9,0
1998,1999,Brown University,3.5,Master's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.26,1
1999,2000,Brown University,3.5,PhD,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.06,0
2000,2001,Brown University,3.5,Master's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.78,0
2001,2002,Brown University,3.5,Master's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.33,0
2002,2003,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.43,0
2003,2004,Brown University,3.5,Master's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.46,1
2004,2005,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.87,1
2005,2006,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.68,1
2006,2007,Brown University,3.5,PhD,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.8,1
2007,2008,Brown University,3.5,Master's,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.06,1
2008,2009,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.27,1
2009,2010,Brown University,3.5,PhD,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.07,0
2010,2011,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.54,1
2011,2012,Brown University,3.5,Master's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.15,0
2012,2013,Brown University,3.5,Master's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.9,0
2013,2014,Brown University,3.5,PhD,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.97,1
2014,2015,Brown University,3.5,PhD,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.59,0
2015,2016,Brown University,3.5,PhD,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.08,0
2016,2017,Brown University,3.5,PhD,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.04,1
2017,2018,Brown University,3.5,PhD,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.02,0
2018,2019,Brown University,3.5,Master's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.31,0
2019,2020,Brown University,3.5,PhD,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.89,0
2020,2021,Brown University,3.5,PhD,Providence,N/A,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.71,0
2021,2022,Brown University,3.5,PhD,Providence,F,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.39,1
2022,2023,Brown University,3.5,PhD,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.73,0
2023,2024,Brown University,3.5,Master's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.05,0
2024,2025,Brown University,3.5,Master's,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.81,1
2025,2026,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.53,0
2026,2027,Brown University,3.5,PhD,Providence,N/A,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.73,0
2027,2028,Brown University,3.5,PhD,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.59,0
2028,2029,Brown University,3.5,Master's,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.12,0
2029,2030,Brown University,3.5,Master's,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.89,0
2030,2031,Brown University,3.5,Master's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.34,0
2031,2032,Brown University,3.5,PhD,Providence,M,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.65,1
2032,2033,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.68,1
2033,2034,Brown University,3.5,Bachelor's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.95,0
2034,2035,Brown University,3.5,Master's,Providence,F,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.88,1
2035,2036,Brown University,3.5,Master's,Providence,F,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.45,1
2036,2037,Brown University,3.5,Master's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,8.96,1
2037,2038,Brown University,3.5,Master's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.01,1
2038,2039,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.63,0
2039,2040,Brown University,3.5,Bachelor's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,5.7,1
2040,2041,Brown University,3.5,Master's,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,2.81,1
2041,2042,Brown University,3.5,Bachelor's,Providence,M,0,0,0,Other,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.51,1
2042,2043,Brown University,3.5,Master's,Providence,N/A,0,0,0,White,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,4.61,0
2043,2044,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,0.52,0
2044,2045,Brown University,3.5,PhD,Providence,M,0,0,0,Black,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,3.86,0
2045,2046,Brown University,3.5,PhD,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.55,0
2046,2047,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,1.73,0
2047,2048,Brown University,3.5,Master's,Providence,M,0,0,0,Asian American & Pacific Islander,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,9.74,1
2048,2049,Brown University,3.5,Bachelor's,Providence,N/A,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,6.12,0
2049,2050,Brown University,3.5,Master's,Providence,F,0,0,0,Native American,Financial Analyst,2/15,9/15,Web Developer,10/15,12/15,N/A,N/A,N/A,7.55,0
